2.760018974899999833e+01,4.998545395437744426e-02,7.293284731714210212e-01,-1.129628240901992431e+00,-2.291762687889331573e-05,5.375589023129556665e-02,-2.730215034652426986e+00,7.411161070383079363e-02,-3.719493958702084514e-08,-1.087987539495070041e-04,3.591087907039991478e-07,2.214632485944001417e-04,-7.143545488474956073e-08,-4.998549697386130142e-02,-7.294168266391644062e-01,-2.220087288065328568e-01,2.289484710076277680e-05,-5.377715554986754742e-02,1.570708440326363586e+00,-7.802821075566052181e-06,8.231176251782326219e-09,-2.226841447794192859e-04,2.749887922074148253e-08,-2.052014723206650444e-04,5.769379352838427822e-08,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.276899964622665529e-01,-2.837810683181661055e-03,9.790427373493031382e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.769996195299999897e+01,4.998549697350748722e-02,7.294168267499647751e-01,-1.130033305464424487e+00,-2.289507576991312021e-05,5.377715094248669558e-02,-2.730215041512148666e+00,7.413097003297174081e-02,-8.227124833618894737e-09,2.227598207334534211e-04,-4.412251497498687058e-08,2.052008661506121712e-04,-7.331715545788597410e-08,-4.998548082305883516e-02,-7.294163452071495968e-01,-2.220147967500394615e-01,2.189218035390792826e-05,-5.379705696431054396e-02,1.570707444169490374e+00,1.091208784997716893e-05,-2.936970699421806859e-07,1.035647217022687337e-04,-7.209171732287473556e-05,-2.079045926139098423e-04,-6.777367930734246309e-05,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.296186160075437854e-01,-2.781435189715802947e-02,9.760744102136133193e+00,8.762721843104111230e-02,-6.652175709115240032e-01,-5.796119306857561160e-01,-5.884005701878080030e-01
2.780013969899999893e+01,4.998549850158097441e-02,7.294163482201316828e-01,-1.130027290841560728e+00,-2.190748848773793611e-05,5.379704951999686457e-02,-2.730214062034883149e+00,7.411227584657056888e-02,-2.572458400813753831e-08,-1.040731209157595195e-04,7.175083403598847553e-05,2.078188233478606151e-04,6.740160824980634402e-05,-4.988100794040994240e-02,-7.293985408152026118e-01,-2.223379663412077267e-01,-6.858560806098423562e-05,-5.384103723293846150e-02,1.570607498000166524e+00,1.589195593011297571e-04,-1.887258271307648387e-03,-2.899112012979438401e-03,-2.085672319613636558e-03,-7.144588194711342429e-04,-2.265961084467599512e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.315942451285403658e-01,-4.935757921158401978e-02,9.760653478648185555e+00,7.606147686859783541e-02,-6.652175709115240032e-01,-3.324095010272599127e-01,-3.781057061193349167e-01
2.790007379600000093e+01,4.988109704064665195e-02,7.293985548930417284e-01,-1.129704178583743168e+00,6.849551710397250304e-05,5.384101231377425023e-02,-2.730114220388711210e+00,7.396433560586980482e-02,1.886335989565199149e-03,2.898305709611932908e-03,2.084855372173510801e-03,7.143338243444929958e-04,2.264687198746617725e-03,-4.952058815264465813e-02,-7.293415937026367368e-01,-2.227912450639248643e-01,-4.330173427376342852e-04,-5.394183571781598768e-02,1.570116255649525838e+00,5.321535422947881212e-04,-5.617447097134143849e-03,-6.160532468056199515e-03,-5.389857190409441320e-03,-1.220018112298421878e-03,-7.418769574886085322e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.335260533686080331e-01,-6.399763319332434086e-02,9.762928210493608816e+00,7.884085096940389448e-02,-6.652175709115240032e-01,-3.336681223778948935e-01,-3.798165702359554974e-01
2.800009297400000108e+01,4.952066929824848474e-02,7.293416073025950075e-01,-1.129250928193615389e+00,4.329309153368043894e-04,5.394181516720708558e-02,-2.729623014298477202e+00,7.359103787532272900e-02,5.617144554848558721e-03,6.159959249146263957e-03,5.389566250415533943e-03,1.219963360787446049e-03,7.417802066509882053e-03,-4.894879129430848574e-02,-7.292457626986562635e-01,-2.237803246693262083e-01,-1.041955120051773652e-03,-5.408663219977051517e-02,1.569005135027929709e+00,7.332827415515317995e-04,-7.749712197555650404e-03,-1.019903940738125896e-02,-7.439383482014509837e-03,-1.605771107295063654e-03,-1.423553876102314104e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.355866373142694759e-01,-7.365933643439534495e-02,9.766293095835948179e+00,8.140098475792004185e-02,-6.652175709115240032e-01,-3.347519168259397437e-01,-3.819296275325941847e-01
2.810003429600000047e+01,4.894894994976618785e-02,7.292457874567331855e-01,-1.128261872507204888e+00,1.041863685124599925e-03,5.408660650751295762e-02,-2.728511994164550813e+00,7.338999712060763347e-02,7.748736042813554777e-03,1.019862956855808502e-02,7.439412650243060199e-03,1.605720528168763650e-03,1.423447767721297552e-02,-4.782077630198681983e-02,-7.290697318162263629e-01,-2.249485090363684825e-01,-1.691991046192062005e-03,-5.426930647192686197e-02,1.567169380426843173e+00,1.564766463894155281e-03,-1.468795863538751960e-02,-1.311291976539842065e-02,-7.231568755563281929e-03,-1.965381797182137128e-03,-2.177960152577768788e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.378790085307796343e-01,-7.871657704930383470e-02,9.770168173859159921e+00,8.418307077623557455e-02,-6.652175709115240032e-01,-3.354370822692698262e-01,-3.841383019925292408e-01
2.820020983699999917e+01,4.782106422662510403e-02,7.290697816521130026e-01,-1.127093872247967532e+00,1.691876930469238260e-03,5.426925342620902981e-02,-2.726676602781599179e+00,7.255839200339295192e-02,1.468824517249141953e-02,1.311218428736231172e-02,7.232054963647538415e-03,1.965288836458967126e-03,2.177774973297719185e-02,-4.660906255386313563e-02,-7.288600036947658900e-01,-2.264146774572728393e-01,-2.172136294300843970e-03,-5.449254293521093445e-02,1.564554250173932681e+00,1.546392226527955414e-03,-1.348408238231625991e-02,-1.620758623487364436e-02,-5.185347033799021614e-03,-2.356594029000089272e-03,-2.957227213394837337e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.408363478723241524e-01,-7.916887632943347963e-02,9.774577214028782990e+00,8.615377633483356501e-02,-6.652175709115240032e-01,-3.361166490723755396e-01,-3.864295975998920385e-01
2.830035968099999977e+01,4.660943779772575013e-02,7.288600653952211905e-01,-1.125627731840022294e+00,2.172091567736789131e-03,5.449247709350224511e-02,-2.724061684056528598e+00,7.257697554543335317e-02,1.348245767887034860e-02,1.620717689287082264e-02,5.186024556703916488e-03,2.356480329240184801e-03,2.957034821028781124e-02,-4.508355035916680742e-02,-7.286091595338349824e-01,-2.279451387474247526e-01,-2.353871316287606784e-03,-5.476021723710810390e-02,1.561168034070556487e+00,2.379113072769862159e-03,-2.008652150565050365e-02,-1.787195343076525972e-02,-2.431225153007947858e-03,-2.818832355909384711e-03,-3.739335735106279895e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.440066084198336149e-01,-7.558832205494987744e-02,9.778463280494303689e+00,8.923001679629913308e-02,-6.652175709115240032e-01,-3.368385113213513971e-01,-3.884723972876563680e-01
2.840030921900000038e+01,4.508406592141923214e-02,7.286092521276703593e-01,-1.124097583081487883e+00,2.353905715071213933e-03,5.476012461743939852e-02,-2.720675837239830308e+00,7.174410043445184071e-02,2.008690132382474902e-02,1.787115821571239049e-02,2.431883883345697939e-03,2.818671541948258863e-03,3.739112647356668262e-02,-4.329258195738730497e-02,-7.282875098445112938e-01,-2.303382156195907526e-01,-2.234334910054062203e-03,-5.508195593516303917e-02,1.556991850768193908e+00,2.555131056227319657e-03,-1.876910225414190475e-02,-2.063379957921896574e-02,-1.433406333262859391e-04,-3.377462020144499696e-03,-4.514252263657362457e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.477065093534548845e-01,-6.971635647042824513e-02,9.781974083456514535e+00,9.111436925007392051e-02,-6.652175709115240032e-01,-3.377476796958530092e-01,-3.901748417180809225e-01
2.850011514699999893e+01,4.329310654302012673e-02,7.282875998014688435e-01,-1.121704307519142407e+00,2.234411272216352273e-03,5.508186668350623094e-02,-2.716499600975381234e+00,7.156824342278934881e-02,1.876748952039238721e-02,2.063357507242928601e-02,1.435874250357294102e-04,3.377306838818761037e-03,4.514074537010648314e-02,-4.103824198670727452e-02,-7.279011956666245897e-01,-2.324441461937964415e-01,-1.906296515347444005e-03,-5.546536345891412562e-02,1.552054932036411872e+00,3.463989662749446252e-03,-2.569554696390901824e-02,-2.159836888846066935e-02,9.165915190962792194e-04,-4.044087238915131631e-03,-5.277707579527259746e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.352042032878312039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.159506600958993827e+00,7.412316288338392789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.520540197460798160e-01,-6.323157134437812354e-02,9.785008084043528953e+00,9.390346999135340544e-02,-6.652175709115240032e-01,-3.384538570673394919e-01,-3.911932684971307639e-01
